#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
680176	690516	56288	605331	121134	-	RP11-406D17.1	Smurf1	PARD3	RGD1309707	Baz|SE2-5T2|ASIP|PAR3|SE2-5L16|PARD3A|SE2-5LT1|Bazooka|PAR3alpha	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680177	303614	57154	257614	121411	-	-	Smurf2	SMURF1	RGD1310067	-	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680178	303614	3800	257614	110001	-	-	Smurf2	KIF5C	RGD1310067	NKHC2|KINN|NKHC|NKHC-2	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680179	303614	5590	257614	111576	-	-	Smurf2	PRKCZ	RGD1310067	PKC-ZETA|PKC2	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680180	303614	56288	257614	121134	-	RP11-406D17.1	Smurf2	PARD3	RGD1310067	Baz|SE2-5T2|ASIP|PAR3|SE2-5L16|PARD3A|SE2-5LT1|Bazooka|PAR3alpha	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680184	81918	57154	249693	121411	-	-	Pard3	SMURF1	Par3	-	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680185	81918	3800	249693	110001	-	-	Pard3	KIF5C	Par3	NKHC2|KINN|NKHC|NKHC-2	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680186	81918	5590	249693	111576	-	-	Pard3	PRKCZ	Par3	PKC-ZETA|PKC2	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680187	81918	64750	249693	122265	-	-	Pard3	SMURF2	Par3	-	Affinity Capture-Western	physical	Schwamborn JC (2007)	17906294	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
680268	24392	25489	246562	247522	-	-	Gja1	Nedd4	Cx43	Nedd4a	Affinity Capture-Western	physical	Leykauf K (2006)	16931598	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680269	24392	292994	246562	254048	-	-	Gja1	Tjp1	Cx43	ZO-1	Affinity Capture-Western	physical	Leykauf K (2006)	16931598	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680270	24392	115769	246562	250431	-	-	Gja1	Tjp2	Cx43	ZO-2	Affinity Capture-Western	physical	Leykauf K (2006)	16931598	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680271	24392	25489	246562	247522	-	-	Gja1	Nedd4	Cx43	Nedd4a	Reconstituted Complex	physical	Leykauf K (2006)	16931598	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680520	140657	83810	250821	249845	-	-	Faf1	Trpv1	-	Vr1l1|Vr1|VR.5sv	Reconstituted Complex	physical	Kim S (2006)	16510717	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680521	140657	83810	250821	249845	-	-	Faf1	Trpv1	-	Vr1l1|Vr1|VR.5sv	Affinity Capture-Western	physical	Kim S (2006)	16510717	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680522	83810	140657	249845	250821	-	-	Trpv1	Faf1	Vr1l1|Vr1|VR.5sv	-	Affinity Capture-Western	physical	Kim S (2006)	16510717	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
680639	289584	50522	252959	248372	-	-	Usp46	Ubc	RGD1564808	-	Reconstituted Complex	physical	Zhang W (2011)	22043315	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
681770	362339	50522	263374	248372	-	-	Creb3l2	Ubc	Ra69	-	Affinity Capture-Western	physical	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
681771	362165	50522	263234	248372	-	-	Creb3l1	Ubc	Oasis	-	Affinity Capture-Western	physical	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
681956	361712	362339	262898	263374	-	-	Syvn1	Creb3l2	RGD1310488	Ra69	Biochemical Activity	physical	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	Ubiquitination	-	-	-	BioGRID
681957	362165	361712	263234	262898	-	-	Creb3l1	Syvn1	Oasis	RGD1310488	Affinity Capture-Western	physical	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
681958	361712	362165	262898	263234	-	-	Syvn1	Creb3l1	RGD1310488	Oasis	Affinity Capture-Western	physical	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
681960	362339	361712	263374	262898	-	-	Creb3l2	Syvn1	Ra69	RGD1310488	Affinity Capture-Western	physical	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
681962	361712	362165	262898	263234	-	-	Syvn1	Creb3l1	RGD1310488	Oasis	Phenotypic Enhancement	genetic	Kondo S (2012)	22705851	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682016	303554	84015	257580	249881	-	-	Nbr1	Ttn	Ca125|RGD1311421	-	Co-localization	physical	Lange S (2005)	15802564	10116	10116	Low Throughput	-	-	-	figure 2.	-	BioGRID
682031	303554	140939	257580	250873	-	-	Nbr1	Trim63	Ca125|RGD1311421	Murf1|Murf|Rnf28	Affinity Capture-Western	physical	Lange S (2005)	15802564	10116	10116	Low Throughput	-	-	-	figure S1B.	-	BioGRID
682032	303554	365751	257580	265529	-	-	Nbr1	Trim55	Ca125|RGD1311421	Rnf29	Affinity Capture-Western	physical	Lange S (2005)	15802564	10116	10116	Low Throughput	-	-	-	figure S1B.	-	BioGRID
682033	303554	113894	257580	250206	-	-	Nbr1	Sqstm1	Ca125|RGD1311421	Osi|ZIP3|ZIP	Affinity Capture-Western	physical	Lange S (2005)	15802564	10116	10116	Low Throughput	-	-	-	figure S1B.	-	BioGRID
682323	7428	64525	113269	249109	-	-	VHL	Tceb1	VHL1|RCA1|HRCA1	-	Affinity Capture-Western	physical	Takagi Y (1997)	9341197	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682324	7428	64525	113269	249109	-	-	VHL	Tceb1	VHL1|RCA1|HRCA1	-	Reconstituted Complex	physical	Takagi Y (1997)	9341197	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682325	7428	81807	113269	249665	-	-	VHL	Tceb2	VHL1|RCA1|HRCA1	-	Reconstituted Complex	physical	Takagi Y (1997)	9341197	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682438	24654	64515	246789	249100	-	-	Plcb1	Cdc20	RATPHOSPHB|Phosphb|PLC1|PLCbeta1	p55cdc	Affinity Capture-MS	physical	Fu D (2009)	19347873	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682439	24654	64515	246789	249100	-	-	Plcb1	Cdc20	RATPHOSPHB|Phosphb|PLC1|PLCbeta1	p55cdc	Affinity Capture-Western	physical	Fu D (2009)	19347873	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682440	64515	24654	249100	246789	-	-	Cdc20	Plcb1	p55cdc	RATPHOSPHB|Phosphb|PLC1|PLCbeta1	Affinity Capture-Western	physical	Fu D (2009)	19347873	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682441	24654	50522	246789	248372	-	-	Plcb1	Ubc	RATPHOSPHB|Phosphb|PLC1|PLCbeta1	-	Affinity Capture-Western	physical	Fu D (2009)	19347873	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682456	84019	54226	249885	248450	-	-	Nae1	App	Appbp1	-	Affinity Capture-Western	physical	Chen Y (2003)	14557245	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682508	58845	5515	248646	111507	-	-	Igbp1	PPP2CA	-	PP2Ac|RP-C|PP2CA|PP2Calpha	Two-hybrid	physical	McDonald WJ (2010)	20544796	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
682509	58845	5531	248646	111523	-	-	Igbp1	PPP4C	-	PP4C|PPH3|PPX|PP4|PPP4	Two-hybrid	physical	McDonald WJ (2010)	20544796	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
682510	58845	51366	248646	119501	-	-	Igbp1	UBR5	-	EDD|DD5|EDD1|HYD	Two-hybrid	physical	McDonald WJ (2010)	20544796	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
682540	24391	24825	246561	246945	-	-	Gh1	Tf	Gh|RNGHGP	Tfn|Trf	Co-localization	physical	van Kerkhof P (2011)	21195069	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
682606	56084	25054	248562	247131	-	-	Hgs	Ntrk2	Hrs	Tkrb|RATTRKB1|TRKB1|trkB	Affinity Capture-Western	physical	Huang SH (2009)	19351881	10116	10116	Low Throughput	-	-	-	figure 5B.|figure 6B.	-	BioGRID
682649	60331	64158	248780	248985	-	-	Atxn3	Tuba1a	Rsca3	Tuba1	Affinity Capture-Western	physical	Mazzucchelli S (2009)	19666135	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682650	64158	60331	248985	248780	-	-	Tuba1a	Atxn3	Tuba1	Rsca3	Affinity Capture-Western	physical	Mazzucchelli S (2009)	19666135	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682709	116590	24767	250505	246891	-	-	Mapk1	Scnn1b	Erk2	RNENACB	Biochemical Activity	physical	Shi H (2002)	11805112	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
682710	116590	24768	250505	246892	-	-	Mapk1	Scnn1g	Erk2	ENaC	Biochemical Activity	physical	Shi H (2002)	11805112	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
682711	25489	24768	247522	246892	-	-	Nedd4	Scnn1g	Nedd4a	ENaC	Reconstituted Complex	physical	Shi H (2002)	11805112	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682813	81807	64525	249665	249109	-	-	Tceb2	Tceb1	-	-	Reconstituted Complex	physical	Brower CS (1999)	10224134	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682816	81807	25562	249665	247593	-	-	Tceb2	Tceb3	-	El	Reconstituted Complex	physical	Brower CS (1999)	10224134	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682846	24842	50522	246960	248372	-	-	Tp53	Ubc	p53|Trp53	-	Affinity Capture-Western	physical	Lee YS (2006)	16330492	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682847	24842	314856	246960	260847	-	-	Tp53	Mdm2	p53|Trp53	-	Affinity Capture-Western	physical	Lee YS (2006)	16330492	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682902	363445	312703	264186	260235	-	-	Usp9x	Pex5	RGD1560056	PTS1R|PTS1-BP	Biochemical Activity	physical	Grou CP (2012)	22371489	10116	10116	Low Throughput	-	Deubiquitination	-	-	-	BioGRID
682905	312703	363445	260235	264186	-	-	Pex5	Usp9x	PTS1R|PTS1-BP	RGD1560056	Reconstituted Complex	physical	Grou CP (2012)	22371489	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682938	24767	25489	246891	247522	-	-	Scnn1b	Nedd4	RNENACB	Nedd4a	Two-hybrid	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682939	25122	25489	247193	247522	-	-	Scnn1a	Nedd4	-	Nedd4a	Two-hybrid	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682940	24768	25489	246892	247522	-	-	Scnn1g	Nedd4	ENaC	Nedd4a	Two-hybrid	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682941	24767	25489	246891	247522	-	-	Scnn1b	Nedd4	RNENACB	Nedd4a	Reconstituted Complex	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682942	24768	25489	246892	247522	-	-	Scnn1g	Nedd4	ENaC	Nedd4a	Reconstituted Complex	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682943	25122	25489	247193	247522	-	-	Scnn1a	Nedd4	-	Nedd4a	Affinity Capture-Western	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682944	25489	25122	247522	247193	-	-	Nedd4	Scnn1a	Nedd4a	-	Affinity Capture-Western	physical	Staub O (1996)	8665844	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
682976	4287	291081	110433	253414	-	-	ATXN3	Tubb2b	JOS|SCA3|MJD1|AT3|MJD|ATX3	Tubb2|RGD1309427	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682977	4287	64158	110433	248985	-	-	ATXN3	Tuba1a	JOS|SCA3|MJD1|AT3|MJD|ATX3	Tuba1	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682978	4287	296554	110433	255395	-	-	ATXN3	Tubb4b	JOS|SCA3|MJD1|AT3|MJD|ATX3	Tubb2|Tubb2c	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682979	4287	313173	110433	260344	-	-	ATXN3	Cntfr	JOS|SCA3|MJD1|AT3|MJD|ATX3	-	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
682980	110616	291081	225755	253414	-	-	Atxn3	Tubb2b	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	Tubb2|RGD1309427	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682981	110616	64158	225755	248985	-	-	Atxn3	Tuba1a	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	Tuba1	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682982	110616	25595	225755	247625	-	-	Atxn3	Map2	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	Mtap2|MAP2R	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682983	110616	296554	225755	255395	-	-	Atxn3	Tubb4b	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	Tubb2|Tubb2c	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682984	110616	24974	225755	247069	-	-	Atxn3	RT1-A2	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	RT1A-2|RT1.A2(N)	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682985	110616	313173	225755	260344	-	-	Atxn3	Cntfr	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	-	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682986	110616	116643	225755	250528	-	-	Atxn3	Vcp	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	-	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682987	110616	29275	225755	247946	-	-	Atxn3	Actc1	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	-	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
682988	110616	305940	225755	258313	-	rCG_52205	Atxn3	Sacs	Sca3|2210008M02Rik|Mjd|MJD1|ataxin-3|AI647473|AI463012|ATX3	RGD1305416	Affinity Capture-MS	physical	Mazzucchelli S (2009)	19666135	10090	10116	Low Throughput	-	-	-	-	-	BioGRID
683125	301555	246757	257002	251611	-	-	Cul3	Klhl17	-	-	Affinity Capture-Western	physical	Salinas GD (2006)	17062563	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683126	362356	246757	263386	251611	-	-	Cul1	Klhl17	-	-	Affinity Capture-Western	physical	Salinas GD (2006)	17062563	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683127	54257	246757	248480	251611	rCG_58533	-	Grik2	Klhl17	GluR6	-	Affinity Capture-Western	physical	Salinas GD (2006)	17062563	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683128	29559	246757	248193	251611	-	-	Grik1	Klhl17	GluR5	-	Affinity Capture-Western	physical	Salinas GD (2006)	17062563	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683129	246757	50522	251611	248372	-	-	Klhl17	Ubc	-	-	Affinity Capture-Western	physical	Salinas GD (2006)	17062563	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683130	54257	50522	248480	248372	rCG_58533	-	Grik2	Ubc	GluR6	-	Affinity Capture-Western	physical	Salinas GD (2006)	17062563	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683238	83571	289508	249757	252941	-	-	Cdkn1b	Rchy1	Kip1|Cdki1b|P27KIP1|CDKN4|p27	-	Affinity Capture-Western	physical	Wu X (2012)	21728064	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683977	24383	140941	246554	250875	-	-	Gapdh	Siah1a	Gapd	SIAH|Siah1	Two-hybrid	physical	Hara MR (2005)	15951807	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683978	140941	24383	250875	246554	-	-	Siah1a	Gapdh	SIAH|Siah1	Gapd	Reconstituted Complex	physical	Hara MR (2005)	15951807	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
683979	140941	24383	250875	246554	-	-	Siah1a	Gapdh	SIAH|Siah1	Gapd	Affinity Capture-Western	physical	Hara MR (2005)	15951807	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
684318	25508	7316	247540	113164	-	-	Pam	UBC	-	HMG20	Biochemical Activity	physical	Chew GH (2005)	16098968	10116	9606	Low Throughput	-	No Modification	-	-	-	BioGRID
684514	4734	24768	110811	246892	PIG53	-	NEDD4	Scnn1g	NEDD4-1|RPF1	ENaC	Affinity Capture-Western	physical	Kamynina E (2001)	11502596	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
684515	23327	24768	116915	246892	-	-	NEDD4L	Scnn1g	RSP5|NEDD4.2|NEDD4-2|hNedd4-2	ENaC	Affinity Capture-Western	physical	Kamynina E (2001)	11502596	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
684862	24418	140941	246583	250875	-	-	Grm5	Siah1a	mGluR5	SIAH|Siah1	Two-hybrid	physical	Ishikawa K (1999)	10469171	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
684863	24414	140941	246579	250875	-	-	Grm1	Siah1a	Gprc1a	SIAH|Siah1	Affinity Capture-Western	physical	Ishikawa K (1999)	10469171	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
684864	78975	23327	249382	116915	-	-	Prkaa2	NEDD4L	AMPK|Ampka2	RSP5|NEDD4.2|NEDD4-2|hNedd4-2	Biochemical Activity	physical	Bhalla V (2006)	16844684	10116	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
684865	78975	1080	249382	107506	-	tcag7.78	Prkaa2	CFTR	AMPK|Ampka2	TNR-CFTR|CF|dJ760C5.1|CFTR/MRP|ABCC7|ABC35|MRP7	Biochemical Activity	physical	Bhalla V (2006)	16844684	10116	9606	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
685052	117277	50522	250724	248372	-	-	Epn1	Ubc	-	-	Reconstituted Complex	physical	Sato Y (2009)	19536136	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685121	81022	690244	249498	605061	-	-	Stxbp5	Sumo2	-	Smt3h2|Smt3A	Affinity Capture-Western	physical	Williams AL (2011)	21330375	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685122	81022	499417	249498	270726	-	-	Stxbp5	Sumo3	-	-	Affinity Capture-Western	physical	Williams AL (2011)	21330375	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685173	29562	63879	248196	248914	-	-	Prps1	Xiap	-	riap3|Birc4|Api3	Affinity Capture-Western	physical	Kemeny S (2012)	22792159	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685286	78948	117265	249360	250712	-	-	Awp1	Pex6	-	Paf2|Paf-2	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685287	297570	500006	255612	271314	-	-	Pex26	Pex1	-	RGD1559939	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685288	297570	117265	255612	250712	-	-	Pex26	Pex6	-	Paf2|Paf-2	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685289	78948	50522	249360	248372	-	-	Awp1	Ubc	-	-	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685290	50522	78948	248372	249360	-	-	Ubc	Awp1	-	-	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685291	78948	312703	249360	260235	-	-	Awp1	Pex5	-	PTS1R|PTS1-BP	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685292	50522	312703	248372	260235	-	-	Ubc	Pex5	-	PTS1R|PTS1-BP	Affinity Capture-Western	physical	Miyata N (2012)	21980954	10116	10116	Low Throughput	-	-	-	likely ubiquitin conjugate	-	BioGRID
685369	29495	23024	248135	116664	-	-	Dlg4	PDZRN3	Sap90|PSD95|Dlgh4	SEMACAP3|LNX3	Two-hybrid	physical	Ko JA (2006)	17118964	10116	9606	Low Throughput	-	-	-	-	-	BioGRID
685397	81516	300813	249513	256725	-	-	Smad7	Rnf111	Madh7	-	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685398	81516	303614	249513	257614	-	-	Smad7	Smurf2	Madh7	RGD1310067	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685399	114208	300813	250310	256725	-	-	Skil	Rnf111	Skir|Sno	-	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685400	114208	303614	250310	257614	-	-	Skil	Smurf2	Skir|Sno	RGD1310067	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685401	313757	300813	260535	256725	-	-	RGD1565591	Rnf111	Ski	-	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685402	313757	303614	260535	257614	-	-	RGD1565591	Smurf2	Ski	RGD1310067	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685403	29591	303614	248223	257614	-	-	Tgfbr1	Smurf2	-	RGD1310067	Affinity Capture-Western	physical	Li XZ (2010)	20386537	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685462	3320	25747	109552	247775	-	-	HSP90AA1	Ppara	LAP2|HSPCAL4|HSP90A|HSPCAL1|HSPN|HSP90N|Hsp90|HSP89A|Hsp89|HSPCA|HSPC1|HSP86	PPAR	Affinity Capture-Western	physical	Sumanasekera WK (2003)	12962497	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
685493	23327	24768	116915	246892	-	-	NEDD4L	Scnn1g	RSP5|NEDD4.2|NEDD4-2|hNedd4-2	ENaC	Affinity Capture-Western	physical	Fouladkou F (2004)	15140763	9606	10116	Low Throughput	-	-	-	-	-	BioGRID
685645	24842	301442	246960	256960	-	-	Tp53	Sumo1	p53|Trp53	-	Affinity Capture-Western	physical	Gowran A (2009)	19819240	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685650	7189	25387	113041	247425	-	-	TRAF6	Arrb1	MGC:3310|RNF85	BARRES	Affinity Capture-Western	physical	Wang Y (2006)	16378096	9606	10116	Low Throughput	-	-	-	figure 1.	-	BioGRID
685651	7189	25388	113041	247426	-	-	TRAF6	Arrb2	MGC:3310|RNF85	BARRES	Affinity Capture-Western	physical	Wang Y (2006)	16378096	9606	10116	Low Throughput	-	-	-	figure 1.	-	BioGRID
685652	25248	301442	247288	256960	-	-	Cnr1	Sumo1	SKR6R	-	Affinity Capture-Western	physical	Gowran A (2009)	19819240	10116	10116	Low Throughput	-	-	-	-	-	BioGRID
685692	362849	60562	263774	248852	-	-	March2	Stx6	MARCH-II|RGD1306395	-	Affinity Capture-Western	physical	Nakamura N (2005)	15689499	10116	10116	Low Throughput	-	-	-	figure 6.stx8	-	BioGRID
685706	60562	362849	248852	263774	-	-	Stx6	March2	-	MARCH-II|RGD1306395	Affinity Capture-Western	physical	Nakamura N (2005)	15689499	10116	10116	Low Throughput	-	-	-	figure 3B.|figure 3D.	-	BioGRID
685708	60562	362849	248852	263774	-	-	Stx6	March2	-	MARCH-II|RGD1306395	Co-localization	physical	Nakamura N (2005)	15689499	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
685709	85327	362849	250083	263774	-	-	Lin7a	March2	Veli1	MARCH-II|RGD1306395	Reconstituted Complex	physical	Nakamura N (2005)	15689499	10116	10116	Low Throughput	-	-	-	figure 10.	-	BioGRID
691321	85421	181030	250093	45954	-	F27D9.1	Prkd1	unc-18	Prkcm|Pkcm	-	Biochemical Activity	physical	Edwards MR (2012)	22593072	10116	6239	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
691616	24680	291145	246812	253432	-	-	Prkca	Hist1h1a	Pkca	-	Biochemical Activity	physical	Domenicotti C (2000)	11118818	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
691617	25023	291145	247103	253432	-	-	Prkcb	Hist1h1a	Pkcb|Prkcb1	-	Biochemical Activity	physical	Domenicotti C (2000)	11118818	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
691618	170538	291145	250924	253432	-	-	Prkcd	Hist1h1a	Pkcd	-	Biochemical Activity	physical	Domenicotti C (2000)	11118818	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
691619	29340	291145	247999	253432	-	-	Prkce	Hist1h1a	Pkce	-	Biochemical Activity	physical	Domenicotti C (2000)	11118818	10116	10116	Low Throughput	-	Phosphorylation	-	-	-	BioGRID
691801	25149	84350	247214	249910	-	-	Esr2	Dnmt1	ER-beta|ERbeta|Erb2	-	Affinity Capture-Western	physical	Pathak S (2010)	19683557	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
691802	25149	25737	247214	247765	-	-	Esr2	Pcna	ER-beta|ERbeta|Erb2	PCNAR|Pcna/cyclin	Affinity Capture-Western	physical	Pathak S (2010)	19683557	10116	10116	Low Throughput	-	-	-	figure 4.	-	BioGRID
